,ID,Pred,Season,LTeam,RTeam,SeedL,SeedR,RegL,RegR,Upset
799,2019_1205_1242,0.5,2019,1205,1242,16,4,Z,Y,0
800,2019_1205_1243,0.5,2019,1205,1243,16,4,Z,Z,0
801,2019_1205_1246,0.5,2019,1205,1246,16,2,Z,Y,0
802,2019_1205_1251,0.5,2019,1205,1251,16,12,Z,W,0
803,2019_1205_1257,0.5,2019,1205,1257,16,7,Z,W,0
804,2019_1205_1261,0.5,2019,1205,1261,16,3,Z,W,0
805,2019_1205_1266,0.5,2019,1205,1266,16,5,Z,X,0
806,2019_1205_1268,0.5,2019,1205,1268,16,6,Z,W,0
807,2019_1205_1276,0.5,2019,1205,1276,16,2,Z,X,0
808,2019_1205_1277,0.5,2019,1205,1277,16,2,Z,W,0
809,2019_1205_1278,0.5,2019,1205,1278,16,10,Z,W,0
810,2019_1205_1279,0.5,2019,1205,1279,16,8,Z,Z,0
811,2019_1205_1280,0.5,2019,1205,1280,16,5,Z,W,0
812,2019_1205_1285,0.5,2019,1205,1285,16,15,Z,X,0
813,2019_1205_1293,0.5,2019,1205,1293,16,12,Z,X,0
814,2019_1205_1295,0.5,2019,1205,1295,16,16,Z,W,0
815,2019_1205_1297,0.5,2019,1205,1297,16,14,Z,X,0
816,2019_1205_1300,0.5,2019,1205,1300,16,16,Z,W,0
817,2019_1205_1305,0.5,2019,1205,1305,16,7,Z,X,0
818,2019_1205_1308,0.5,2019,1205,1308,16,12,Z,Y,0
819,2019_1205_1314,0.5,2019,1205,1314,16,1,Z,Y,0
820,2019_1205_1318,0.5,2019,1205,1318,16,13,Z,Y,0
821,2019_1205_1326,0.5,2019,1205,1326,16,11,Z,Y,0
822,2019_1205_1328,0.5,2019,1205,1328,16,9,Z,Z,0
823,2019_1205_1330,0.5,2019,1205,1330,16,14,Z,Z,0
824,2019_1205_1332,0.5,2019,1205,1332,16,12,Z,Z,0
825,2019_1205_1341,0.5,2019,1205,1341,16,16,Z,X,0
826,2019_1205_1345,0.5,2019,1205,1345,16,3,Z,Z,0
827,2019_1205_1371,0.5,2019,1205,1371,16,10,Z,Y,0
828,2019_1205_1385,0.5,2019,1205,1385,16,11,Z,X,0
829,2019_1205_1387,0.5,2019,1205,1387,16,13,Z,W,0
830,2019_1205_1388,0.5,2019,1205,1388,16,11,Z,Z,0
831,2019_1205_1393,0.5,2019,1205,1393,16,8,Z,X,0
832,2019_1205_1396,0.5,2019,1205,1396,16,11,Z,W,0
833,2019_1205_1397,0.5,2019,1205,1397,16,2,Z,Z,0
834,2019_1205_1403,0.5,2019,1205,1403,16,3,Z,X,0
835,2019_1205_1414,0.5,2019,1205,1414,16,13,Z,Z,0
836,2019_1205_1416,0.5,2019,1205,1416,16,9,Z,W,0
837,2019_1205_1429,0.5,2019,1205,1429,16,8,Z,Y,0
838,2019_1205_1433,0.5,2019,1205,1433,16,8,Z,W,0
839,2019_1205_1436,0.5,2019,1205,1436,16,13,Z,X,0
840,2019_1205_1437,0.5,2019,1205,1437,16,6,Z,Z,0
841,2019_1205_1438,0.5,2019,1205,1438,16,1,Z,Z,0
842,2019_1205_1439,0.5,2019,1205,1439,16,4,Z,W,0
843,2019_1205_1449,0.5,2019,1205,1449,16,9,Z,Y,0
844,2019_1205_1458,0.5,2019,1205,1458,16,5,Z,Z,0
845,2019_1205_1459,0.5,2019,1205,1459,16,7,Z,Y,0
846,2019_1205_1463,0.5,2019,1205,1463,16,14,Z,W,0
847,2019_1209_1211,0.5,2019,1209,1211,14,1,Y,X,0
848,2019_1209_1222,0.5,2019,1209,1222,14,3,Y,Y,0
849,2019_1209_1233,0.5,2019,1209,1233,14,16,Y,Y,0
850,2019_1209_1234,0.5,2019,1209,1234,14,10,Y,Z,0
851,2019_1209_1235,0.5,2019,1209,1235,14,6,Y,Y,0
852,2019_1209_1242,0.5,2019,1209,1242,14,4,Y,Y,0
853,2019_1209_1243,0.5,2019,1209,1243,14,4,Y,Z,0
854,2019_1209_1246,0.5,2019,1209,1246,14,2,Y,Y,0
855,2019_1209_1251,0.5,2019,1209,1251,14,12,Y,W,0
856,2019_1209_1257,0.5,2019,1209,1257,14,7,Y,W,0
857,2019_1209_1261,0.5,2019,1209,1261,14,3,Y,W,0
858,2019_1209_1266,0.5,2019,1209,1266,14,5,Y,X,0
859,2019_1209_1268,0.5,2019,1209,1268,14,6,Y,W,0
860,2019_1209_1276,0.5,2019,1209,1276,14,2,Y,X,0
861,2019_1209_1277,0.5,2019,1209,1277,14,2,Y,W,0
862,2019_1209_1278,0.5,2019,1209,1278,14,10,Y,W,0
863,2019_1209_1279,0.5,2019,1209,1279,14,8,Y,Z,0
864,2019_1209_1280,0.5,2019,1209,1280,14,5,Y,W,0
865,2019_1209_1285,0.5,2019,1209,1285,14,15,Y,X,0
866,2019_1209_1293,0.5,2019,1209,1293,14,12,Y,X,0
867,2019_1209_1295,0.5,2019,1209,1295,14,16,Y,W,0
868,2019_1209_1297,0.5,2019,1209,1297,14,14,Y,X,0
869,2019_1209_1300,0.5,2019,1209,1300,14,16,Y,W,0
870,2019_1209_1305,0.5,2019,1209,1305,14,7,Y,X,0
871,2019_1209_1308,0.5,2019,1209,1308,14,12,Y,Y,0
872,2019_1209_1314,0.5,2019,1209,1314,14,1,Y,Y,0
873,2019_1209_1318,0.5,2019,1209,1318,14,13,Y,Y,0
874,2019_1209_1326,0.5,2019,1209,1326,14,11,Y,Y,0
875,2019_1209_1328,0.5,2019,1209,1328,14,9,Y,Z,0
876,2019_1209_1330,0.5,2019,1209,1330,14,14,Y,Z,0
877,2019_1209_1332,0.5,2019,1209,1332,14,12,Y,Z,0
878,2019_1209_1341,0.5,2019,1209,1341,14,16,Y,X,0
879,2019_1209_1345,0.5,2019,1209,1345,14,3,Y,Z,0
880,2019_1209_1371,0.5,2019,1209,1371,14,10,Y,Y,0
881,2019_1209_1385,0.5,2019,1209,1385,14,11,Y,X,0
882,2019_1209_1387,0.5,2019,1209,1387,14,13,Y,W,0
883,2019_1209_1388,0.5,2019,1209,1388,14,11,Y,Z,0
884,2019_1209_1393,0.5,2019,1209,1393,14,8,Y,X,0
885,2019_1209_1396,0.5,2019,1209,1396,14,11,Y,W,0
886,2019_1209_1397,0.5,2019,1209,1397,14,2,Y,Z,0
887,2019_1209_1403,0.5,2019,1209,1403,14,3,Y,X,0
888,2019_1209_1414,0.5,2019,1209,1414,14,13,Y,Z,0
889,2019_1209_1416,0.5,2019,1209,1416,14,9,Y,W,0
890,2019_1209_1429,0.5,2019,1209,1429,14,8,Y,Y,0
891,2019_1209_1433,0.5,2019,1209,1433,14,8,Y,W,0
892,2019_1209_1436,0.5,2019,1209,1436,14,13,Y,X,0
893,2019_1209_1437,0.5,2019,1209,1437,14,6,Y,Z,0
894,2019_1209_1438,0.5,2019,1209,1438,14,1,Y,Z,0
895,2019_1209_1439,0.5,2019,1209,1439,14,4,Y,W,0
896,2019_1209_1449,0.5,2019,1209,1449,14,9,Y,Y,0
897,2019_1209_1458,0.5,2019,1209,1458,14,5,Y,Z,0
898,2019_1209_1459,0.5,2019,1209,1459,14,7,Y,Y,0
899,2019_1209_1463,0.5,2019,1209,1463,14,14,Y,W,0
900,2019_1211_1222,0.5,2019,1211,1222,1,3,X,Y,0
901,2019_1211_1233,0.5,2019,1211,1233,1,16,X,Y,0
902,2019_1211_1234,0.5,2019,1211,1234,1,10,X,Z,0
903,2019_1211_1235,0.5,2019,1211,1235,1,6,X,Y,0
904,2019_1211_1242,0.5,2019,1211,1242,1,4,X,Y,0
905,2019_1211_1243,0.5,2019,1211,1243,1,4,X,Z,0
906,2019_1211_1246,0.5,2019,1211,1246,1,2,X,Y,0
907,2019_1211_1251,0.5,2019,1211,1251,1,12,X,W,0
908,2019_1211_1257,0.5,2019,1211,1257,1,7,X,W,0
909,2019_1211_1261,0.5,2019,1211,1261,1,3,X,W,0
910,2019_1211_1266,0.5,2019,1211,1266,1,5,X,X,0
911,2019_1211_1268,0.5,2019,1211,1268,1,6,X,W,0
912,2019_1211_1276,0.5,2019,1211,1276,1,2,X,X,0
913,2019_1211_1277,0.5,2019,1211,1277,1,2,X,W,0
914,2019_1211_1278,0.5,2019,1211,1278,1,10,X,W,0
915,2019_1211_1279,0.5,2019,1211,1279,1,8,X,Z,0
916,2019_1211_1280,0.5,2019,1211,1280,1,5,X,W,0
917,2019_1211_1285,0.5,2019,1211,1285,1,15,X,X,0
918,2019_1211_1293,0.5,2019,1211,1293,1,12,X,X,0
919,2019_1211_1295,0.5,2019,1211,1295,1,16,X,W,0
920,2019_1211_1297,0.5,2019,1211,1297,1,14,X,X,0
921,2019_1211_1300,0.5,2019,1211,1300,1,16,X,W,0
922,2019_1211_1305,0.5,2019,1211,1305,1,7,X,X,0
923,2019_1211_1308,0.5,2019,1211,1308,1,12,X,Y,0
924,2019_1211_1314,0.5,2019,1211,1314,1,1,X,Y,0
925,2019_1211_1318,0.5,2019,1211,1318,1,13,X,Y,0
926,2019_1211_1326,0.5,2019,1211,1326,1,11,X,Y,0
927,2019_1211_1328,0.5,2019,1211,1328,1,9,X,Z,0
928,2019_1211_1330,0.5,2019,1211,1330,1,14,X,Z,0
929,2019_1211_1332,0.5,2019,1211,1332,1,12,X,Z,0
930,2019_1211_1341,0.5,2019,1211,1341,1,16,X,X,0
931,2019_1211_1345,0.5,2019,1211,1345,1,3,X,Z,0
932,2019_1211_1371,0.5,2019,1211,1371,1,10,X,Y,0
933,2019_1211_1385,0.5,2019,1211,1385,1,11,X,X,0
934,2019_1211_1387,0.5,2019,1211,1387,1,13,X,W,0
935,2019_1211_1388,0.5,2019,1211,1388,1,11,X,Z,0
936,2019_1211_1393,0.5,2019,1211,1393,1,8,X,X,0
937,2019_1211_1396,0.5,2019,1211,1396,1,11,X,W,0
938,2019_1211_1397,0.5,2019,1211,1397,1,2,X,Z,0
939,2019_1211_1403,0.5,2019,1211,1403,1,3,X,X,0
940,2019_1211_1414,0.5,2019,1211,1414,1,13,X,Z,0
941,2019_1211_1416,0.5,2019,1211,1416,1,9,X,W,0
942,2019_1211_1429,0.5,2019,1211,1429,1,8,X,Y,0
943,2019_1211_1433,0.5,2019,1211,1433,1,8,X,W,0
944,2019_1211_1436,0.5,2019,1211,1436,1,13,X,X,0
945,2019_1211_1437,0.5,2019,1211,1437,1,6,X,Z,0
946,2019_1211_1438,0.5,2019,1211,1438,1,1,X,Z,0
947,2019_1211_1439,0.5,2019,1211,1439,1,4,X,W,0
948,2019_1211_1449,0.5,2019,1211,1449,1,9,X,Y,0
949,2019_1211_1458,0.5,2019,1211,1458,1,5,X,Z,0
950,2019_1211_1459,0.5,2019,1211,1459,1,7,X,Y,0
951,2019_1211_1463,0.5,2019,1211,1463,1,14,X,W,0
952,2019_1222_1233,0.5,2019,1222,1233,3,16,Y,Y,0
953,2019_1222_1234,0.5,2019,1222,1234,3,10,Y,Z,0
954,2019_1222_1235,0.5,2019,1222,1235,3,6,Y,Y,0
955,2019_1222_1242,0.5,2019,1222,1242,3,4,Y,Y,0
956,2019_1222_1243,0.5,2019,1222,1243,3,4,Y,Z,0
957,2019_1222_1246,0.5,2019,1222,1246,3,2,Y,Y,0
958,2019_1222_1251,0.5,2019,1222,1251,3,12,Y,W,0
959,2019_1222_1257,0.5,2019,1222,1257,3,7,Y,W,0
960,2019_1222_1261,0.5,2019,1222,1261,3,3,Y,W,0
961,2019_1222_1266,0.5,2019,1222,1266,3,5,Y,X,0
962,2019_1222_1268,0.5,2019,1222,1268,3,6,Y,W,0
963,2019_1222_1276,0.5,2019,1222,1276,3,2,Y,X,0
964,2019_1222_1277,0.5,2019,1222,1277,3,2,Y,W,0
965,2019_1222_1278,0.5,2019,1222,1278,3,10,Y,W,0
966,2019_1222_1279,0.5,2019,1222,1279,3,8,Y,Z,0
967,2019_1222_1280,0.5,2019,1222,1280,3,5,Y,W,0
968,2019_1222_1285,0.5,2019,1222,1285,3,15,Y,X,0
969,2019_1222_1293,0.5,2019,1222,1293,3,12,Y,X,0
970,2019_1222_1295,0.5,2019,1222,1295,3,16,Y,W,0
971,2019_1222_1297,0.5,2019,1222,1297,3,14,Y,X,0
972,2019_1222_1300,0.5,2019,1222,1300,3,16,Y,W,0
973,2019_1222_1305,0.5,2019,1222,1305,3,7,Y,X,0
974,2019_1222_1308,0.5,2019,1222,1308,3,12,Y,Y,0
975,2019_1222_1314,0.5,2019,1222,1314,3,1,Y,Y,0
976,2019_1222_1318,0.5,2019,1222,1318,3,13,Y,Y,0
977,2019_1222_1326,0.5,2019,1222,1326,3,11,Y,Y,0
978,2019_1222_1328,0.5,2019,1222,1328,3,9,Y,Z,0
979,2019_1222_1330,0.5,2019,1222,1330,3,14,Y,Z,0
980,2019_1222_1332,0.5,2019,1222,1332,3,12,Y,Z,0
981,2019_1222_1341,0.5,2019,1222,1341,3,16,Y,X,0
982,2019_1222_1345,0.5,2019,1222,1345,3,3,Y,Z,0
983,2019_1222_1371,0.5,2019,1222,1371,3,10,Y,Y,0
984,2019_1222_1385,0.5,2019,1222,1385,3,11,Y,X,0
985,2019_1222_1387,0.5,2019,1222,1387,3,13,Y,W,0
986,2019_1222_1388,0.5,2019,1222,1388,3,11,Y,Z,0
987,2019_1222_1393,0.5,2019,1222,1393,3,8,Y,X,0
988,2019_1222_1396,0.5,2019,1222,1396,3,11,Y,W,0
989,2019_1222_1397,0.5,2019,1222,1397,3,2,Y,Z,0
990,2019_1222_1403,0.5,2019,1222,1403,3,3,Y,X,0
991,2019_1222_1414,0.5,2019,1222,1414,3,13,Y,Z,0
992,2019_1222_1416,0.5,2019,1222,1416,3,9,Y,W,0
993,2019_1222_1429,0.5,2019,1222,1429,3,8,Y,Y,0
994,2019_1222_1433,0.5,2019,1222,1433,3,8,Y,W,0
995,2019_1222_1436,0.5,2019,1222,1436,3,13,Y,X,0
996,2019_1222_1437,0.5,2019,1222,1437,3,6,Y,Z,0
997,2019_1222_1438,0.5,2019,1222,1438,3,1,Y,Z,0
998,2019_1222_1439,0.5,2019,1222,1439,3,4,Y,W,0
999,2019_1222_1449,0.5,2019,1222,1449,3,9,Y,Y,0
1000,2019_1222_1458,0.5,2019,1222,1458,3,5,Y,Z,0
1001,2019_1222_1459,0.5,2019,1222,1459,3,7,Y,Y,0
1002,2019_1222_1463,0.5,2019,1222,1463,3,14,Y,W,0
1003,2019_1233_1234,0.5,2019,1233,1234,16,10,Y,Z,0
1004,2019_1233_1235,0.5,2019,1233,1235,16,6,Y,Y,0
1005,2019_1233_1242,0.5,2019,1233,1242,16,4,Y,Y,0
1006,2019_1233_1243,0.5,2019,1233,1243,16,4,Y,Z,0
1007,2019_1233_1246,0.5,2019,1233,1246,16,2,Y,Y,0
1008,2019_1233_1251,0.5,2019,1233,1251,16,12,Y,W,0
1009,2019_1233_1257,0.5,2019,1233,1257,16,7,Y,W,0
1010,2019_1233_1261,0.5,2019,1233,1261,16,3,Y,W,0
1011,2019_1233_1266,0.5,2019,1233,1266,16,5,Y,X,0
1012,2019_1233_1268,0.5,2019,1233,1268,16,6,Y,W,0
1013,2019_1233_1276,0.5,2019,1233,1276,16,2,Y,X,0
1014,2019_1233_1277,0.5,2019,1233,1277,16,2,Y,W,0
1015,2019_1233_1278,0.5,2019,1233,1278,16,10,Y,W,0
1016,2019_1233_1279,0.5,2019,1233,1279,16,8,Y,Z,0
1017,2019_1233_1280,0.5,2019,1233,1280,16,5,Y,W,0
1018,2019_1233_1285,0.5,2019,1233,1285,16,15,Y,X,0
1019,2019_1233_1293,0.5,2019,1233,1293,16,12,Y,X,0
1020,2019_1233_1295,0.5,2019,1233,1295,16,16,Y,W,0
1021,2019_1233_1297,0.5,2019,1233,1297,16,14,Y,X,0
1022,2019_1233_1300,0.5,2019,1233,1300,16,16,Y,W,0
1023,2019_1233_1305,0.5,2019,1233,1305,16,7,Y,X,0
1024,2019_1233_1308,0.5,2019,1233,1308,16,12,Y,Y,0
1025,2019_1233_1314,0.5,2019,1233,1314,16,1,Y,Y,0
1026,2019_1233_1318,0.5,2019,1233,1318,16,13,Y,Y,0
1027,2019_1233_1326,0.5,2019,1233,1326,16,11,Y,Y,0
1028,2019_1233_1328,0.5,2019,1233,1328,16,9,Y,Z,0
1029,2019_1233_1330,0.5,2019,1233,1330,16,14,Y,Z,0
1030,2019_1233_1332,0.5,2019,1233,1332,16,12,Y,Z,0
1031,2019_1233_1341,0.5,2019,1233,1341,16,16,Y,X,0
1032,2019_1233_1345,0.5,2019,1233,1345,16,3,Y,Z,0
1033,2019_1233_1371,0.5,2019,1233,1371,16,10,Y,Y,0
1034,2019_1233_1385,0.5,2019,1233,1385,16,11,Y,X,0
1035,2019_1233_1387,0.5,2019,1233,1387,16,13,Y,W,0
1036,2019_1233_1388,0.5,2019,1233,1388,16,11,Y,Z,0
1037,2019_1233_1393,0.5,2019,1233,1393,16,8,Y,X,0
1038,2019_1233_1396,0.5,2019,1233,1396,16,11,Y,W,0
1039,2019_1233_1397,0.5,2019,1233,1397,16,2,Y,Z,0
1040,2019_1233_1403,0.5,2019,1233,1403,16,3,Y,X,0
1041,2019_1233_1414,0.5,2019,1233,1414,16,13,Y,Z,0
1042,2019_1233_1416,0.5,2019,1233,1416,16,9,Y,W,0
1043,2019_1233_1429,0.5,2019,1233,1429,16,8,Y,Y,0
1044,2019_1233_1433,0.5,2019,1233,1433,16,8,Y,W,0
1045,2019_1233_1436,0.5,2019,1233,1436,16,13,Y,X,0
1046,2019_1233_1437,0.5,2019,1233,1437,16,6,Y,Z,0
1047,2019_1233_1438,0.5,2019,1233,1438,16,1,Y,Z,0
1048,2019_1233_1439,0.5,2019,1233,1439,16,4,Y,W,0
1049,2019_1233_1449,0.5,2019,1233,1449,16,9,Y,Y,0
1050,2019_1233_1458,0.5,2019,1233,1458,16,5,Y,Z,0
1051,2019_1233_1459,0.5,2019,1233,1459,16,7,Y,Y,0
1052,2019_1233_1463,0.5,2019,1233,1463,16,14,Y,W,0
1053,2019_1234_1235,0.5,2019,1234,1235,10,6,Z,Y,0
1054,2019_1234_1242,0.5,2019,1234,1242,10,4,Z,Y,0
1055,2019_1234_1243,0.5,2019,1234,1243,10,4,Z,Z,0
1056,2019_1234_1246,0.5,2019,1234,1246,10,2,Z,Y,0
1057,2019_1234_1251,0.5,2019,1234,1251,10,12,Z,W,0
1058,2019_1234_1257,0.5,2019,1234,1257,10,7,Z,W,0
1059,2019_1234_1261,0.5,2019,1234,1261,10,3,Z,W,0
1060,2019_1234_1266,0.5,2019,1234,1266,10,5,Z,X,0
1061,2019_1234_1268,0.5,2019,1234,1268,10,6,Z,W,0
1062,2019_1234_1276,0.5,2019,1234,1276,10,2,Z,X,0
1063,2019_1234_1277,0.5,2019,1234,1277,10,2,Z,W,0
1064,2019_1234_1278,0.5,2019,1234,1278,10,10,Z,W,0
1065,2019_1234_1279,0.5,2019,1234,1279,10,8,Z,Z,0
1066,2019_1234_1280,0.5,2019,1234,1280,10,5,Z,W,0
1067,2019_1234_1285,0.5,2019,1234,1285,10,15,Z,X,0
1068,2019_1234_1293,0.5,2019,1234,1293,10,12,Z,X,0
1069,2019_1234_1295,0.5,2019,1234,1295,10,16,Z,W,0
1070,2019_1234_1297,0.5,2019,1234,1297,10,14,Z,X,0
1071,2019_1234_1300,0.5,2019,1234,1300,10,16,Z,W,0
1072,2019_1234_1305,0.5,2019,1234,1305,10,7,Z,X,0
1073,2019_1234_1308,0.5,2019,1234,1308,10,12,Z,Y,0
1074,2019_1234_1314,0.5,2019,1234,1314,10,1,Z,Y,0
1075,2019_1234_1318,0.5,2019,1234,1318,10,13,Z,Y,0
1076,2019_1234_1326,0.5,2019,1234,1326,10,11,Z,Y,0
1077,2019_1234_1328,0.5,2019,1234,1328,10,9,Z,Z,0
1078,2019_1234_1330,0.5,2019,1234,1330,10,14,Z,Z,0
1079,2019_1234_1332,0.5,2019,1234,1332,10,12,Z,Z,0
1080,2019_1234_1341,0.5,2019,1234,1341,10,16,Z,X,0
1081,2019_1234_1345,0.5,2019,1234,1345,10,3,Z,Z,0
1082,2019_1234_1371,0.5,2019,1234,1371,10,10,Z,Y,0
1083,2019_1234_1385,0.5,2019,1234,1385,10,11,Z,X,0
1084,2019_1234_1387,0.5,2019,1234,1387,10,13,Z,W,0
1085,2019_1234_1388,0.5,2019,1234,1388,10,11,Z,Z,0
1086,2019_1234_1393,0.5,2019,1234,1393,10,8,Z,X,0
1087,2019_1234_1396,0.5,2019,1234,1396,10,11,Z,W,0
1088,2019_1234_1397,0.5,2019,1234,1397,10,2,Z,Z,0
1089,2019_1234_1403,0.5,2019,1234,1403,10,3,Z,X,0
1090,2019_1234_1414,0.5,2019,1234,1414,10,13,Z,Z,0
1091,2019_1234_1416,0.5,2019,1234,1416,10,9,Z,W,0
1092,2019_1234_1429,0.5,2019,1234,1429,10,8,Z,Y,0
1093,2019_1234_1433,0.5,2019,1234,1433,10,8,Z,W,0
1094,2019_1234_1436,0.5,2019,1234,1436,10,13,Z,X,0
1095,2019_1234_1437,0.5,2019,1234,1437,10,6,Z,Z,0
1096,2019_1234_1438,0.5,2019,1234,1438,10,1,Z,Z,0
1097,2019_1234_1439,0.5,2019,1234,1439,10,4,Z,W,0
1098,2019_1234_1449,0.5,2019,1234,1449,10,9,Z,Y,0
1099,2019_1234_1458,0.5,2019,1234,1458,10,5,Z,Z,0
1100,2019_1234_1459,0.5,2019,1234,1459,10,7,Z,Y,0
1101,2019_1234_1463,0.5,2019,1234,1463,10,14,Z,W,0
1102,2019_1235_1242,0.5,2019,1235,1242,6,4,Y,Y,0
1103,2019_1235_1243,0.5,2019,1235,1243,6,4,Y,Z,0
1104,2019_1235_1246,0.5,2019,1235,1246,6,2,Y,Y,0
1105,2019_1235_1251,0.5,2019,1235,1251,6,12,Y,W,0
1106,2019_1235_1257,0.5,2019,1235,1257,6,7,Y,W,0
1107,2019_1235_1261,0.5,2019,1235,1261,6,3,Y,W,0
1108,2019_1235_1266,0.5,2019,1235,1266,6,5,Y,X,0
1109,2019_1235_1268,0.5,2019,1235,1268,6,6,Y,W,0
1110,2019_1235_1276,0.5,2019,1235,1276,6,2,Y,X,0
1111,2019_1235_1277,0.5,2019,1235,1277,6,2,Y,W,0
1112,2019_1235_1278,0.5,2019,1235,1278,6,10,Y,W,0
1113,2019_1235_1279,0.5,2019,1235,1279,6,8,Y,Z,0
1114,2019_1235_1280,0.5,2019,1235,1280,6,5,Y,W,0
1115,2019_1235_1285,0.5,2019,1235,1285,6,15,Y,X,0
1116,2019_1235_1293,0.5,2019,1235,1293,6,12,Y,X,0
1117,2019_1235_1295,0.5,2019,1235,1295,6,16,Y,W,0
1118,2019_1235_1297,0.5,2019,1235,1297,6,14,Y,X,0
1119,2019_1235_1300,0.5,2019,1235,1300,6,16,Y,W,0
1120,2019_1235_1305,0.5,2019,1235,1305,6,7,Y,X,0
1121,2019_1235_1308,0.5,2019,1235,1308,6,12,Y,Y,0
1122,2019_1235_1314,0.5,2019,1235,1314,6,1,Y,Y,0
1123,2019_1235_1318,0.5,2019,1235,1318,6,13,Y,Y,0
1124,2019_1235_1326,0.5,2019,1235,1326,6,11,Y,Y,0
1125,2019_1235_1328,0.5,2019,1235,1328,6,9,Y,Z,0
1126,2019_1235_1330,0.5,2019,1235,1330,6,14,Y,Z,0
1127,2019_1235_1332,0.5,2019,1235,1332,6,12,Y,Z,0
1128,2019_1235_1341,0.5,2019,1235,1341,6,16,Y,X,0
1129,2019_1235_1345,0.5,2019,1235,1345,6,3,Y,Z,0
1130,2019_1235_1371,0.5,2019,1235,1371,6,10,Y,Y,0
1131,2019_1235_1385,0.5,2019,1235,1385,6,11,Y,X,0
1132,2019_1235_1387,0.5,2019,1235,1387,6,13,Y,W,0
1133,2019_1235_1388,0.5,2019,1235,1388,6,11,Y,Z,0
1134,2019_1235_1393,0.5,2019,1235,1393,6,8,Y,X,0
1135,2019_1235_1396,0.5,2019,1235,1396,6,11,Y,W,0
1136,2019_1235_1397,0.5,2019,1235,1397,6,2,Y,Z,0
1137,2019_1235_1403,0.5,2019,1235,1403,6,3,Y,X,0
1138,2019_1235_1414,0.5,2019,1235,1414,6,13,Y,Z,0
1139,2019_1235_1416,0.5,2019,1235,1416,6,9,Y,W,0
1140,2019_1235_1429,0.5,2019,1235,1429,6,8,Y,Y,0
1141,2019_1235_1433,0.5,2019,1235,1433,6,8,Y,W,0
1142,2019_1235_1436,0.5,2019,1235,1436,6,13,Y,X,0
1143,2019_1235_1437,0.5,2019,1235,1437,6,6,Y,Z,0
1144,2019_1235_1438,0.5,2019,1235,1438,6,1,Y,Z,0
1145,2019_1235_1439,0.5,2019,1235,1439,6,4,Y,W,0
1146,2019_1235_1449,0.5,2019,1235,1449,6,9,Y,Y,0
1147,2019_1235_1458,0.5,2019,1235,1458,6,5,Y,Z,0
1148,2019_1235_1459,0.5,2019,1235,1459,6,7,Y,Y,0
1149,2019_1235_1463,0.5,2019,1235,1463,6,14,Y,W,0
1150,2019_1242_1243,0.5,2019,1242,1243,4,4,Y,Z,0
1151,2019_1242_1246,0.5,2019,1242,1246,4,2,Y,Y,0
1152,2019_1242_1251,0.5,2019,1242,1251,4,12,Y,W,0
1153,2019_1242_1257,0.5,2019,1242,1257,4,7,Y,W,0
1154,2019_1242_1261,0.5,2019,1242,1261,4,3,Y,W,0
1155,2019_1242_1266,0.5,2019,1242,1266,4,5,Y,X,0
1156,2019_1242_1268,0.5,2019,1242,1268,4,6,Y,W,0
1157,2019_1242_1276,0.5,2019,1242,1276,4,2,Y,X,0
1158,2019_1242_1277,0.5,2019,1242,1277,4,2,Y,W,0
1159,2019_1242_1278,0.5,2019,1242,1278,4,10,Y,W,0
1160,2019_1242_1279,0.5,2019,1242,1279,4,8,Y,Z,0
1161,2019_1242_1280,0.5,2019,1242,1280,4,5,Y,W,0
1162,2019_1242_1285,0.5,2019,1242,1285,4,15,Y,X,0
1163,2019_1242_1293,0.5,2019,1242,1293,4,12,Y,X,0
1164,2019_1242_1295,0.5,2019,1242,1295,4,16,Y,W,0
1165,2019_1242_1297,0.5,2019,1242,1297,4,14,Y,X,0
1166,2019_1242_1300,0.5,2019,1242,1300,4,16,Y,W,0
1167,2019_1242_1305,0.5,2019,1242,1305,4,7,Y,X,0
1168,2019_1242_1308,0.5,2019,1242,1308,4,12,Y,Y,0
1169,2019_1242_1314,0.5,2019,1242,1314,4,1,Y,Y,0
1170,2019_1242_1318,0.5,2019,1242,1318,4,13,Y,Y,0
1171,2019_1242_1326,0.5,2019,1242,1326,4,11,Y,Y,0
1172,2019_1242_1328,0.5,2019,1242,1328,4,9,Y,Z,0
1173,2019_1242_1330,0.5,2019,1242,1330,4,14,Y,Z,0
1174,2019_1242_1332,0.5,2019,1242,1332,4,12,Y,Z,0
1175,2019_1242_1341,0.5,2019,1242,1341,4,16,Y,X,0
1176,2019_1242_1345,0.5,2019,1242,1345,4,3,Y,Z,0
1177,2019_1242_1371,0.5,2019,1242,1371,4,10,Y,Y,0
1178,2019_1242_1385,0.5,2019,1242,1385,4,11,Y,X,0
1179,2019_1242_1387,0.5,2019,1242,1387,4,13,Y,W,0
1180,2019_1242_1388,0.5,2019,1242,1388,4,11,Y,Z,0
1181,2019_1242_1393,0.5,2019,1242,1393,4,8,Y,X,0
1182,2019_1242_1396,0.5,2019,1242,1396,4,11,Y,W,0
1183,2019_1242_1397,0.5,2019,1242,1397,4,2,Y,Z,0
1184,2019_1242_1403,0.5,2019,1242,1403,4,3,Y,X,0
1185,2019_1242_1414,0.5,2019,1242,1414,4,13,Y,Z,0
1186,2019_1242_1416,0.5,2019,1242,1416,4,9,Y,W,0
1187,2019_1242_1429,0.5,2019,1242,1429,4,8,Y,Y,0
